user_id,item_id,timestamp
6,笔记本,2024-06-01
6,键盘,2024-06-01
9,笔记本,2024-06-01
1,手机壳,2024-06-02
1,移动电源,2024-06-02
4,充电器,2024-06-02
10,手机壳,2024-06-02
5,平板保护套,2024-06-02
8,平板保护套,2024-06-02
3,鼠标,2024-06-02
3,键盘,2024-06-02
1,耳机,2024-06-03
4,手机壳,2024-06-03
10,移动电源,2024-06-03
2,触控笔,2024-06-03
2,平板保护套,2024-06-03
2,键盘,2024-06-03
5,无线鼠标,2024-06-03
6,鼠标,2024-06-03
6,笔记本包,2024-06-03
6,机械键盘,2024-06-03
7,充电器,2024-06-04
7,移动电源,2024-06-04
2,无线鼠标,2024-06-04
8,键盘,2024-06-04
3,笔记本包,2024-06-04
9,鼠标,2024-06-04
9,键盘,2024-06-04
9,游戏鼠标,2024-06-04
9,无线鼠标,2024-06-04
4,无线耳机,2024-06-05
10,蓝牙耳机,2024-06-05
3,耳机,2024-06-05
6,无线鼠标,2024-06-05
1,蓝牙耳机,2024-06-06
10,无线耳机,2024-06-06
4,耳机,2024-06-07
4,手机支架,2024-06-07
5,外接显示器,2024-06-07
9,耳机,2024-06-07
1,手机支架,2024-06-08
10,耳机,2024-06-08
3,无线鼠标,2024-06-08
1,充电器,2024-06-15
4,充电器,2024-06-15
4,无线耳机,2024-06-15
7,充电器,2024-06-15
2,键盘,2024-06-15
5,触控笔,2024-06-15
1,手机,2024-07-01
4,手机,2024-07-01
4,手机壳,2024-07-01
7,手机,2024-07-01
7,充电器,2024-07-01
10,手机,2024-07-01
2,平板,2024-07-01
2,触控笔,2024-07-01
2,键盘,2024-07-01
5,平板,2024-07-01
5,平板保护套,2024-07-01
8,平板,2024-07-01
8,平板保护套,2024-07-01
3,笔记本,2024-07-01
6,笔记本,2024-07-01
9,笔记本,2024-07-01
1,充电器,2024-07-02
1,手机壳,2024-07-02
10,移动电源,2024-07-02
5,触控笔,2024-07-02
5,键盘,2024-07-02
6,笔记本包,2024-07-02
9,无线鼠标,2024-07-02
4,充电器,2024-07-03
10,充电器,2024-07-03
10,手机壳,2024-07-03
10,无线耳机,2024-07-03
2,平板保护套,2024-07-03
8,键盘,2024-07-03
8,外接显示器,2024-07-03
3,鼠标,2024-07-03
3,笔记本包,2024-07-03
6,鼠标,2024-07-03
6,耳机,2024-07-03
1,移动电源,2024-07-04
1,无线耳机,2024-07-04
1,手机支架,2024-07-04
4,移动电源,2024-07-04
7,手机壳,2024-07-04
5,无线鼠标,2024-07-04
8,触控笔,2024-07-04
3,键盘,2024-07-04
6,键盘,2024-07-04
9,鼠标,2024-07-04
9,键盘,2024-07-04
9,笔记本包,2024-07-04
4,耳机,2024-07-05
7,耳机,2024-07-05
6,外接显示器,2024-07-05
9,外接显示器,2024-07-05
9,机械键盘,2024-07-07
9,游戏鼠标,2024-07-07
4,手机支架,2024-07-08
7,无线耳机,2024-07-08
1,充电器,2024-07-15
4,充电器,2024-07-15
7,蓝牙耳机,2024-07-15
2,键盘,2024-07-15
3,鼠标,2024-07-15
9,键盘,2024-07-15
1,手机,2024-08-01
1,充电器,2024-08-01
1,移动电源,2024-08-01
4,手机,2024-08-01
7,手机,2024-08-01
7,移动电源,2024-08-01
10,手机,2024-08-01
10,充电器,2024-08-01
2,平板,2024-08-01
2,平板保护套,2024-08-01
5,平板,2024-08-01
5,键盘,2024-08-01
8,平板,2024-08-01
3,笔记本,2024-08-01
3,鼠标,2024-08-01
6,笔记本,2024-08-01
6,鼠标,2024-08-01
6,键盘,2024-08-01
9,笔记本,2024-08-01
9,鼠标,2024-08-01
9,键盘,2024-08-01
4,耳机,2024-08-02
7,充电器,2024-08-02
7,手机壳,2024-08-02
7,手机支架,2024-08-02
2,触控笔,2024-08-02
8,键盘,2024-08-02
3,笔记本包,2024-08-02
1,无线耳机,2024-08-03
10,手机壳,2024-08-03
10,移动电源,2024-08-03
2,键盘,2024-08-03
5,平板保护套,2024-08-03
6,笔记本包,2024-08-03
6,外接显示器,2024-08-03
9,外接显示器,2024-08-03
4,充电器,2024-08-04
4,手机壳,2024-08-04
7,耳机,2024-08-04
5,触控笔,2024-08-04
8,触控笔,2024-08-04
8,平板保护套,2024-08-04
3,外接显示器,2024-08-04
3,游戏鼠标,2024-08-04
7,无线耳机,2024-08-05
8,无线鼠标,2024-08-05
6,无线鼠标,2024-08-05
1,蓝牙耳机,2024-08-06
1,手机支架,2024-08-06
4,手机支架,2024-08-06
5,无线鼠标,2024-08-06
3,无线鼠标,2024-08-06
2,外接显示器,2024-08-08
9,机械键盘,2024-08-08
1,充电器,2024-08-15
4,充电器,2024-08-15
4,无线耳机,2024-08-15
7,充电器,2024-08-15
10,充电器,2024-08-15
2,触控笔,2024-08-15
8,触控笔,2024-08-15
3,鼠标,2024-08-15
1,手机,2024-09-01
1,手机壳,2024-09-01
4,手机,2024-09-01
7,手机,2024-09-01
7,充电器,2024-09-01
7,移动电源,2024-09-01
10,手机,2024-09-01
2,平板,2024-09-01
2,触控笔,2024-09-01
5,平板,2024-09-01
5,触控笔,2024-09-01
5,键盘,2024-09-01
8,平板,2024-09-01
8,触控笔,2024-09-01
8,键盘,2024-09-01
3,笔记本,2024-09-01
6,笔记本,2024-09-01
6,笔记本包,2024-09-01
9,笔记本,2024-09-01
9,键盘,2024-09-01
1,充电器,2024-09-02
1,移动电源,2024-09-02
4,手机壳,2024-09-02
4,手机支架,2024-09-02
2,键盘,2024-09-02
2,外接显示器,2024-09-02
3,键盘,2024-09-02
6,鼠标,2024-09-02
6,键盘,2024-09-02
4,充电器,2024-09-03
4,无线耳机,2024-09-03
7,手机壳,2024-09-03
10,手机支架,2024-09-03
2,无线鼠标,2024-09-03
3,鼠标,2024-09-03
6,机械键盘,2024-09-03
6,耳机,2024-09-03
9,笔记本包,2024-09-03
1,手机支架,2024-09-04
10,充电器,2024-09-04
10,手机壳,2024-09-04
10,移动电源,2024-09-04
2,平板保护套,2024-09-04
5,平板保护套,2024-09-04
8,平板保护套,2024-09-04
3,笔记本包,2024-09-04
6,游戏鼠标,2024-09-04
9,鼠标,2024-09-04
9,游戏鼠标,2024-09-05
7,蓝牙耳机,2024-09-06
1,无线耳机,2024-09-07
10,耳机,2024-09-07
8,无线鼠标,2024-09-07
3,机械键盘,2024-09-07
3,无线鼠标,2024-09-07
9,耳机,2024-09-07
4,耳机,2024-09-08
7,无线耳机,2024-09-08
10,无线耳机,2024-09-08
1,充电器,2024-09-15
4,充电器,2024-09-15
10,充电器,2024-09-15
5,触控笔,2024-09-15
3,鼠标,2024-09-15
6,键盘,2024-09-15
1,手机,2024-10-01
1,移动电源,2024-10-01
4,手机,2024-10-01
7,手机,2024-10-01
10,手机,2024-10-01
2,平板,2024-10-01
2,触控笔,2024-10-01
5,平板,2024-10-01
8,平板,2024-10-01
8,平板保护套,2024-10-01
3,笔记本,2024-10-01
6,笔记本,2024-10-01
9,笔记本,2024-10-01
1,充电器,2024-10-02
4,手机壳,2024-10-02
4,手机支架,2024-10-02
10,手机壳,2024-10-02
10,移动电源,2024-10-02
2,平板保护套,2024-10-02
5,平板保护套,2024-10-02
5,键盘,2024-10-02
8,键盘,2024-10-02
3,笔记本包,2024-10-02
6,笔记本包,2024-10-02
9,鼠标,2024-10-02
9,键盘,2024-10-02
9,笔记本包,2024-10-02
4,充电器,2024-10-03
4,移动电源,2024-10-03
7,充电器,2024-10-03
7,移动电源,2024-10-03
2,键盘,2024-10-03
5,触控笔,2024-10-03
6,鼠标,2024-10-03
6,键盘,2024-10-03
6,外接显示器,2024-10-03
6,无线鼠标,2024-10-03
9,机械键盘,2024-10-03
9,耳机,2024-10-03
1,手机壳,2024-10-04
4,无线耳机,2024-10-04
7,手机壳,2024-10-04
10,充电器,2024-10-04
5,无线鼠标,2024-10-04
8,触控笔,2024-10-04
3,鼠标,2024-10-04
3,键盘,2024-10-04
4,耳机,2024-10-05
1,无线耳机,2024-10-06
7,耳机,2024-10-06
10,耳机,2024-10-06
2,外接显示器,2024-10-06
3,外接显示器,2024-10-06
3,机械键盘,2024-10-06
6,机械键盘,2024-10-06
5,外接显示器,2024-10-08
6,游戏鼠标,2024-10-08
1,充电器,2024-10-15
1,耳机,2024-10-15
4,充电器,2024-10-15
7,充电器,2024-10-15
10,充电器,2024-10-15
10,蓝牙耳机,2024-10-15
1,手机,2024-11-01
1,手机壳,2024-11-01
4,手机,2024-11-01
4,手机壳,2024-11-01
7,手机,2024-11-01
7,手机壳,2024-11-01
7,移动电源,2024-11-01
10,手机,2024-11-01
2,平板,2024-11-01
2,键盘,2024-11-01
5,平板,2024-11-01
8,平板,2024-11-01
8,键盘,2024-11-01
3,笔记本,2024-11-01
6,笔记本,2024-11-01
6,笔记本包,2024-11-01
9,笔记本,2024-11-01
9,鼠标,2024-11-01
1,移动电源,2024-11-02
1,蓝牙耳机,2024-11-02
4,充电器,2024-11-02
7,充电器,2024-11-02
5,平板保护套,2024-11-02
5,键盘,2024-11-02
3,鼠标,2024-11-02
3,外接显示器,2024-11-02
3,游戏鼠标,2024-11-02
1,充电器,2024-11-03
7,耳机,2024-11-03
2,平板保护套,2024-11-03
2,无线鼠标,2024-11-03
5,触控笔,2024-11-03
3,键盘,2024-11-03
3,耳机,2024-11-03
6,键盘,2024-11-03
6,无线鼠标,2024-11-03
9,笔记本包,2024-11-03
7,无线耳机,2024-11-04
10,充电器,2024-11-04
10,手机壳,2024-11-04
10,移动电源,2024-11-04
2,触控笔,2024-11-04
8,触控笔,2024-11-04
8,平板保护套,2024-11-04
3,笔记本包,2024-11-04
3,无线鼠标,2024-11-04
6,鼠标,2024-11-04
9,键盘,2024-11-04
9,游戏鼠标,2024-11-04
5,外接显示器,2024-11-05
8,无线鼠标,2024-11-05
9,耳机,2024-11-05
2,外接显示器,2024-11-06
8,外接显示器,2024-11-06
6,外接显示器,2024-11-06
9,无线鼠标,2024-11-06
7,蓝牙耳机,2024-11-07
6,机械键盘,2024-11-07
9,外接显示器,2024-11-07
4,耳机,2024-11-08
1,充电器,2024-11-15
4,充电器,2024-11-15
7,充电器,2024-11-15
10,充电器,2024-11-15
5,触控笔,2024-11-15
8,键盘,2024-11-15
1,手机,2024-12-01
1,充电器,2024-12-01
4,手机,2024-12-01
7,手机,2024-12-01
7,充电器,2024-12-01
10,手机,2024-12-01
10,手机壳,2024-12-01
2,平板,2024-12-01
2,触控笔,2024-12-01
5,平板,2024-12-01
5,触控笔,2024-12-01
8,平板,2024-12-01
8,触控笔,2024-12-01
3,笔记本,2024-12-01
6,笔记本,2024-12-01
6,键盘,2024-12-01
9,笔记本,2024-12-01
9,鼠标,2024-12-01
9,笔记本包,2024-12-01
1,移动电源,2024-12-02
4,手机壳,2024-12-02
7,移动电源,2024-12-02
3,无线鼠标,2024-12-02
6,外接显示器,2024-12-02
4,充电器,2024-12-03
4,移动电源,2024-12-03
7,手机壳,2024-12-03
7,手机支架,2024-12-03
10,充电器,2024-12-03
10,耳机,2024-12-03
2,无线鼠标,2024-12-03
5,平板保护套,2024-12-03
5,键盘,2024-12-03
5,外接显示器,2024-12-03
8,键盘,2024-12-03
8,无线鼠标,2024-12-03
3,机械键盘,2024-12-03
9,键盘,2024-12-03
9,机械键盘,2024-12-03
9,无线鼠标,2024-12-03
1,手机壳,2024-12-04
4,蓝牙耳机,2024-12-04
2,平板保护套,2024-12-04
2,键盘,2024-12-04
8,平板保护套,2024-12-04
3,键盘,2024-12-04
3,笔记本包,2024-12-04
3,耳机,2024-12-04
6,鼠标,2024-12-04
1,蓝牙耳机,2024-12-05
10,蓝牙耳机,2024-12-06
9,外接显示器,2024-12-06
1,手机支架,2024-12-08
3,外接显示器,2024-12-08
6,游戏鼠标,2024-12-08
9,游戏鼠标,2024-12-08
9,耳机,2024-12-08
1,充电器,2024-12-15
4,充电器,2024-12-15
7,充电器,2024-12-15
6,鼠标,2024-12-15
1,手机,2025-01-01
4,手机,2025-01-01
4,充电器,2025-01-01
7,手机,2025-01-01
7,移动电源,2025-01-01
10,手机,2025-01-01
2,平板,2025-01-01
2,键盘,2025-01-01
5,平板,2025-01-01
5,键盘,2025-01-01
8,平板,2025-01-01
8,触控笔,2025-01-01
3,笔记本,2025-01-01
3,键盘,2025-01-01
6,笔记本,2025-01-01
6,鼠标,2025-01-01
6,键盘,2025-01-01
6,笔记本包,2025-01-01
9,笔记本,2025-01-01
9,鼠标,2025-01-01
4,手机壳,2025-01-02
7,手机壳,2025-01-02
10,手机壳,2025-01-02
10,移动电源,2025-01-02
2,触控笔,2025-01-02
2,平板保护套,2025-01-02
8,平板保护套,2025-01-02
8,键盘,2025-01-02
3,笔记本包,2025-01-02
9,键盘,2025-01-02
9,笔记本包,2025-01-02
1,手机壳,2025-01-03
10,充电器,2025-01-03
3,机械键盘,2025-01-03
6,无线鼠标,2025-01-03
1,充电器,2025-01-04
1,移动电源,2025-01-04
4,移动电源,2025-01-04
7,充电器,2025-01-04
5,触控笔,2025-01-04
5,平板保护套,2025-01-04
3,鼠标,2025-01-04
6,机械键盘,2025-01-04
10,耳机,2025-01-05
10,无线耳机,2025-01-05
3,外接显示器,2025-01-05
3,耳机,2025-01-05
1,蓝牙耳机,2025-01-06
7,蓝牙耳机,2025-01-06
2,外接显示器,2025-01-06
4,手机支架,2025-01-07
7,耳机,2025-01-07
4,蓝牙耳机,2025-01-08
7,无线耳机,2025-01-08
1,充电器,2025-01-15
7,充电器,2025-01-15
2,键盘,2025-01-15
5,键盘,2025-01-15
8,键盘,2025-01-15
9,键盘,2025-01-15
1,手机,2025-02-01
4,手机,2025-02-01
4,充电器,2025-02-01
4,手机壳,2025-02-01
4,移动电源,2025-02-01
7,手机,2025-02-01
10,手机,2025-02-01
10,移动电源,2025-02-01
2,平板,2025-02-01
2,平板保护套,2025-02-01
5,平板,2025-02-01
5,键盘,2025-02-01
8,平板,2025-02-01
3,笔记本,2025-02-01
3,鼠标,2025-02-01
3,键盘,2025-02-01
6,笔记本,2025-02-01
9,笔记本,2025-02-01
1,蓝牙耳机,2025-02-02
4,无线耳机,2025-02-02
7,移动电源,2025-02-02
8,触控笔,2025-02-02
6,键盘,2025-02-02
6,游戏鼠标,2025-02-02
9,笔记本包,2025-02-02
1,充电器,2025-02-03
10,充电器,2025-02-03
10,蓝牙耳机,2025-02-03
2,触控笔,2025-02-03
3,笔记本包,2025-02-03
3,外接显示器,2025-02-03
6,鼠标,2025-02-03
6,耳机,2025-02-03
9,鼠标,2025-02-03
9,机械键盘,2025-02-03
1,手机壳,2025-02-04
1,移动电源,2025-02-04
7,手机壳,2025-02-04
7,蓝牙耳机,2025-02-04
10,手机壳,2025-02-04
2,键盘,2025-02-04
5,触控笔,2025-02-04
5,平板保护套,2025-02-04
8,键盘,2025-02-04
3,游戏鼠标,2025-02-04
6,笔记本包,2025-02-04
9,键盘,2025-02-04
1,耳机,2025-02-05
7,耳机,2025-02-05
4,手机支架,2025-02-06
10,手机支架,2025-02-06
5,外接显示器,2025-02-06
5,无线鼠标,2025-02-07
9,无线鼠标,2025-02-07
2,外接显示器,2025-02-08
8,外接显示器,2025-02-08
3,无线鼠标,2025-02-08
6,无线鼠标,2025-02-08
9,游戏鼠标,2025-02-08
1,充电器,2025-02-15
4,充电器,2025-02-15
10,充电器,2025-02-15
5,键盘,2025-02-15
8,键盘,2025-02-15
3,鼠标,2025-02-15
9,键盘,2025-02-15
1,手机,2025-03-01
1,充电器,2025-03-01
4,手机,2025-03-01
7,手机,2025-03-01
7,手机壳,2025-03-01
7,移动电源,2025-03-01
10,手机,2025-03-01
2,平板,2025-03-01
5,平板,2025-03-01
5,键盘,2025-03-01
8,平板,2025-03-01
3,笔记本,2025-03-01
6,笔记本,2025-03-01
6,键盘,2025-03-01
9,笔记本,2025-03-01
9,键盘,2025-03-01
4,充电器,2025-03-02
4,手机壳,2025-03-02
4,移动电源,2025-03-02
2,平板保护套,2025-03-02
8,触控笔,2025-03-02
7,充电器,2025-03-03
2,触控笔,2025-03-03
2,键盘,2025-03-03
5,平板保护套,2025-03-03
8,平板保护套,2025-03-03
8,键盘,2025-03-03
3,键盘,2025-03-03
3,外接显示器,2025-03-03
6,笔记本包,2025-03-03
6,耳机,2025-03-03
9,外接显示器,2025-03-03
9,机械键盘,2025-03-03
1,手机壳,2025-03-04
1,移动电源,2025-03-04
10,充电器,2025-03-04
10,移动电源,2025-03-04
10,蓝牙耳机,2025-03-04
2,外接显示器,2025-03-04
3,鼠标,2025-03-04
3,笔记本包,2025-03-04
3,无线鼠标,2025-03-04
6,鼠标,2025-03-04
9,鼠标,2025-03-04
9,笔记本包,2025-03-04
1,无线耳机,2025-03-05
7,耳机,2025-03-05
2,无线鼠标,2025-03-05
10,手机支架,2025-03-06
8,外接显示器,2025-03-06
3,机械键盘,2025-03-06
9,游戏鼠标,2025-03-06
4,耳机,2025-03-07
9,无线鼠标,2025-03-07
9,耳机,2025-03-07
4,无线耳机,2025-03-08
8,无线鼠标,2025-03-08
1,耳机,2025-03-15
4,充电器,2025-03-15
4,无线耳机,2025-03-15
7,充电器,2025-03-15
2,键盘,2025-03-15
5,键盘,2025-03-15
8,触控笔,2025-03-15
9,鼠标,2025-03-15
1,手机,2025-04-01
1,充电器,2025-04-01
4,手机,2025-04-01
7,手机,2025-04-01
7,移动电源,2025-04-01
10,手机,2025-04-01
10,充电器,2025-04-01
2,平板,2025-04-01
5,平板,2025-04-01
8,平板,2025-04-01
8,平板保护套,2025-04-01
3,笔记本,2025-04-01
6,笔记本,2025-04-01
9,笔记本,2025-04-01
1,手机壳,2025-04-02
7,充电器,2025-04-02
7,蓝牙耳机,2025-04-02
7,手机支架,2025-04-02
2,无线鼠标,2025-04-02
5,触控笔,2025-04-02
5,平板保护套,2025-04-02
8,键盘,2025-04-02
3,鼠标,2025-04-02
6,鼠标,2025-04-02
9,笔记本包,2025-04-02
1,移动电源,2025-04-03
1,耳机,2025-04-03
4,移动电源,2025-04-03
7,手机壳,2025-04-03
10,手机壳,2025-04-03
10,蓝牙耳机,2025-04-03
2,平板保护套,2025-04-03
5,键盘,2025-04-03
8,外接显示器,2025-04-03
3,键盘,2025-04-03
6,笔记本包,2025-04-03
9,键盘,2025-04-03
1,蓝牙耳机,2025-04-04
4,充电器,2025-04-04
4,手机壳,2025-04-04
4,蓝牙耳机,2025-04-04
10,移动电源,2025-04-04
2,触控笔,2025-04-04
2,键盘,2025-04-04
2,外接显示器,2025-04-04
8,触控笔,2025-04-04
8,无线鼠标,2025-04-04
3,笔记本包,2025-04-04
6,键盘,2025-04-04
4,手机支架,2025-04-05
6,游戏鼠标,2025-04-05
